sentence,label
你们是所有分店都有笑气麻醉吗,无主题
那拔智齿一般需要多久呢,拔牙
牙齿表面有一个大洞,龋齿治疗
贴瓷牙多少钱一颗,牙齿贴面
拍片有哪几种情况呢,无主题
去北京口腔医院说要先洗牙，然后修复再种牙,牙齿种植
种多人价位的跟那个有关系吗,无主题
我想问一下种一棵牙大概全部费用是多少,牙齿种植
也就是在医院把根部清除干净后，还能种植牙齿吗？,牙齿种植
拔牙多少钱一颗啊智齿,拔牙
左侧十多年了，右侧有半年多,无主题
这样没事吗？,无主题
牙齿松动，怕酸，冰，烫,牙齿脱敏
时代天使这么贵吗,隐形矫正
我爱人有牙周炎，请请教一下，平时要怎么保护牙齿？,牙周治疗
但是长的好小,无主题
你好我想咨询一下 正畸的费用 钢的和隐形的分别是多少,牙齿矫正
我这种情况做烤瓷牙要做几颗,烤瓷牙
以前做过治疗,无主题
45岁  女性,无主题
冰敷不会痛吗,无主题
77岁下半口缺失,补牙
中间有一个洞,龋齿治疗
四环素牙能变白吗？,牙齿贴面
你好，我牙龈肿半个月了，不怎么的，又有点感冒，不知道是不是感冒引起的，,牙周治疗
就是补里面那个地方掉了差不多半年了,补牙
牙疼的现在也可以？,牙齿疼痛
洗牙需要提前在网上买吗？还是说到医院结算？,洁牙
嘴巴都张不开啊,无主题
额，我先了解一下价格吧！看下在不在接受范围内,无主题
上排牙齿特别突出,牙齿矫正
我不知道有没有智齿,无主题
有牙龈炎症可以做牙套吗,牙周治疗
如何才知道疼痛根本原因呢,牙齿疼痛
类似汉堡之内能吃不,无主题
那管多久？,无主题
价格合理,无主题
你们那有隐形矫正吗,隐形矫正
牙齿腐烂了半边。补牙需要多少钱？,龋齿治疗
肿发炎,牙齿炎症治疗
我的门牙缝隙大而且两棵门牙松动,牙齿松动
28岁，有过正畸史，现在又反弹了，想做个陶瓷正畸，价格大概多少,牙齿矫正
43岁了地包天还能矫正吗？预计需要多长时间？费用多少？,牙齿矫正
正呃手术多少钱,牙齿矫正
下午下班洗脸都会出血牙,牙周治疗
就是想咨询下治疗牙周要多少钱？,牙周治疗
好像检查过，有蛀牙，牙周炎,龋齿治疗
我这个年龄做矫正有效果吗,牙齿矫正
没有 就是最近这段时间开始疼了，就开始关注了,牙齿疼痛
我有咽炎医生要有耐心哦,无主题
但是牙齿收触摸是正常的 不会晃动,无主题
请问一下智齿会不会影响脸型啊,智齿
什么叫冠周炎,智齿冠周冲洗
对，门牙有两颗不整齐,牙齿矫正
我白天有点痛 晚上痛死了,牙齿疼痛
"我想咨询""牙套价位""",无主题
如果需要喷砂还得另交费吧,洁牙
长出来了，还是蛀牙,龋齿治疗
给个价位吧,无主题
有炎症、松动、疼痛。估计花费多少？,牙齿炎症治疗
口腔医院牙齿种植,牙齿种植
我是要拔智齿的，我想问一下这项社保卡可以报销吗？,拔牙
周医生你好，象我这病征是舌炎还是口腔溃疡性，是什么病科看。,口腔溃疡
除了结牙，还有什么方法？,无主题
大概多少钱就行,无主题
现在??酸痛,牙齿疼痛
我牙齿现在在发炎中，等好了就过去了,牙齿炎症治疗
对的，今天很痛。,牙齿疼痛
牙龈动不动就出血,牙周治疗
说我要拔八颗,拔牙
不是我上嘴老事有口水,无主题
今天洁牙了，牙龈还是出血怎么回事,牙周治疗
请问有蛀牙，有洞怎么办,龋齿治疗
拔牙状态,无主题
先告诉我买什么药能缓解疼痛。,牙齿疼痛
种植牙多少钱一颗呢？,牙齿种植
矫正龅牙要多少钱,牙齿矫正
有蛀牙要不要填牙,龋齿治疗
你好，牙周炎会导致咽喉痛吗？,牙周治疗
我想知道大概价位,无主题
18:56:38我这边根管治疗已经杀完神经了但是我要去北京上班了没时间补。可以去你们那边补吗,补牙
就是半隐形有托槽的那种,隐形矫正
你们那的医院价格多少,无主题
一直清理不掉,无主题
生物钡钛合金？,烤瓷牙
我想咨询下小孩牙齿涂氟项目,涂氟防龋
还没消炎,牙齿炎症治疗
哺乳期可以补牙吗？？？？！,补牙
牙齿上下错位怎么办,牙齿矫正
为什么不痛呢？我在外面为什么很痛,无主题
我问哈我牙疼得要死，是怎么回事,牙齿疼痛
智齿长不出来，要拔掉,拔牙
我就想了解一下，一个大牙上钉上套是什么价位,牙齿矫正
能咨询下28岁还可以做矫正吗？,牙齿矫正
口腔溃疡怎么快速好,口腔溃疡
NOBEL 有哪几种型号？ 价位,牙齿种植
病变和炎症一样吗,无主题
骨性突出能用无托槽隐形矫正吗,牙齿矫正
隐形矫正7800吗,隐形矫正
得多长时间矫正过来,牙齿矫正
已经破开两瓣了,无主题
口腔科查什么呢？,无主题
不疼的时候去拔吗,无主题
吃油炸食品上火牙疼咋么办,牙齿疼痛
可以拔掉很痛的那一个吗,牙齿疼痛
吃消炎药吗？,无主题
您那边隐形牙套是哪个品牌的呢,隐形矫正
种一颗牙要多少钱呀,牙齿种植
医生建议不要吃过于刺激食品，其他没说,无主题
种值一颗牙多钱,牙齿种植
是的，但是开隋会不会很痛啊，有点怕,根管治疗
在种植牙要多少钱,牙齿种植
你肯定知道价格,无主题
小孩地包天怎么矫正,牙齿矫正
需要多少费用呢，现在我智齿很大了,拔牙
大牙歪了，18627937180,牙齿矫正
地包天怎么娇正,牙齿矫正
你好换一颗牙齿多少钱,无主题
我这几天长了颗智齿，洗牙的话要拔之前洗还是之后,洁牙
上药,无主题
就前两个月有颗牙齿掉了一小块下来，一直没当回事，今天突然就疼的厉害,补牙
那隐形牙套呢,隐形矫正
吃点口炎颗粒就是,无主题
多久可以,无主题
你好医生拔智齿大概需要多少费用你,拔牙
我就是昨天才开始疼的,牙齿疼痛
只剩牙根了,无主题
牙髓炎怎么治？,根管治疗
牙齿从中间断了一节补起来多少钱,补牙
全瓷贴面多少钱一颗,牙齿贴面
有一颗,无主题
反正现在刷牙碰到就疼，有没有药吃下呀,无主题
只上了一点药水，就可以消炎吗？,无主题
牙齿最里面的肉痛肿了怎么办,牙周治疗
我就想问，如果牙根不稳定大概多少钱,无主题
舌头划破成溃疡怎麽办/,无主题
牙齿有虫牙怎么治疗,龋齿治疗
是好多结石,洁牙
没有 就是老牙龈出血,牙周治疗
但是我自己可以用手摸得到，那个牙齿长出来了,无主题
还有周期大概多长,无主题
请你建议我应该买什么牙膏用,无主题
26齿断了一半，27齿开裂了，可以修复吗？约需多少钱？,补牙
请问拔智齿一般是什么费用价格范围？,拔牙
我的宝宝8个月 昨天晚上摔了，两颗乳牙全部摔掉了，有什么办法补救吗？,补牙
我前天把智齿拔了,无主题
请问一下，拨牙后会影响经期提前来么,无主题
我每一个月都要长口腔溃疡啥原因,口腔溃疡
请问智齿发炎怎么办,智齿冠周冲洗
这个价钱的话怎么算的,无主题
牙龈酸尽松软感觉，什么原因,牙周治疗
有年龄限制不？,无主题
那别人拔呢？,拔牙
你好 请问种植全瓷牙套餐 大概多少钱,牙齿种植
原价是多少？,无主题
新年那个爱牙礼包是送什么呢,无主题
牙齿痛了好几天了,牙齿疼痛
门牙有一点缝,无主题
就有一个角根根,无主题
有拔智齿吗？,拔牙
为什么涨溃疡,口腔溃疡
今天才拔牙,无主题
经长大牙边发炎,牙齿炎症治疗
2018年11月第一次发炎，2019年3月看好了，5月又开始复发,牙齿炎症治疗
请问板牙后面的肉疼一定要拔牙么,牙周治疗
所以想咨询你们这边是什么美白方式,牙齿美白
智齿牙龈发炎肿痛    怎么简单止疼,智齿冠周冲洗
那里有种牙的,牙齿种植
得拔掉,拔牙
也是用涂氟处理吗,涂氟防龋
补牙需要多少钱？,补牙
陶瓷之类的,无主题
现在智齿发炎还没办法拔,智齿冠周冲洗
那要是发炎了还不能拔是么？,无主题
那您建议不建议我做全瓷的？,全瓷牙
牙周炎呀吃药吗,牙周治疗
就是门牙的斜上方横着长了一颗牙,拔牙
没有，最近才痛的,牙齿疼痛
瓷贴面多少钱一颗,牙齿贴面
洗下来多少钱呢,洁牙
小孩牙齿没掉又长出新牙了怎么办,拔牙
有，医生说可以把牙齿削晓再逃上去,烤瓷牙
还有我的上面最后一颗，甜的冰的吃了牙齿,无主题
正常的智齿,无主题
除了拔牙的费用还有什么其他消费吗？,无主题
牙周炎治疗一次多少钱呢？,牙周治疗
我想请问贵院拍个口腔CT多少钱,无主题
很久了吧 没有重视过这个问题 后面感觉牙结石比较多,洁牙
在宝龙美可普，上排牙齿基本上都坏了上次补了3颗了，拔掉3颗了,无主题
现在感觉有点松动,牙齿松动
我门齿中间多出一颗小牙想补上可以吧,补牙
牙齿松痛,牙齿松动
小朋友牙齿窝沟封闭多少钱,窝沟封闭
在门牙两边都有蛀牙,龋齿治疗
我想问下你们补牙怎么算的,补牙
所谓虫牙，可能是炎症引起的，大概有十多颗,龋齿治疗
需要种3颗牙,牙齿种植
牙周炎 是怎样,牙周治疗
就是想洗一次,洁牙
在你们天猫上买了洗牙,无主题
请问可以全麻拔智齿吗,拔牙
以前拔过神经，然后做了牙套，现在牙龈发炎长了个脓包，需要重新做牙套,烤瓷牙
缺了8年了,补牙
摔裂的,补牙
你们具体套一个牙套多少钱？,烤瓷牙
娇正牙齿费用要多少,牙齿矫正
晚上一睡着梦特别多，四十几岁了,无主题
亲，隐形矫正国产的，现在怎么收费？有什么活动,隐形矫正
有点牙结石,洁牙
那如果是发炎的话，要怎么治呢,牙齿炎症治疗
莲花二村玉亭里,无主题
菊花茶可以治口腔溃疡吗？,口腔溃疡
智齿长了很多年，现在开始黑了，能拔吗,智齿
我问一下可以拔了装一个假牙吗,补牙
下排右手方大牙靠近可以拔不,拔牙
永久，有很多种吗,无主题
有隐形和半隐形效果图吗,隐形矫正
烂待严重的就要拨掉吗,龋齿治疗
是不是真的不会痛啊？我超级怕磨牙的声音,无主题
以前补过，现在补得东西掉了，医生说夜做不了冠了。,补牙
吃消炎药有用吗,无主题
补的话我怕又容易掉，因为一边已经没有了，空着的,补牙
那还是要磨牙的对吧,无主题
做完根管治疗后的牙齿没有了牙神经牙齿会比较脆一般是建议做个牙冠保护起来哦,烤瓷牙
那第二个多少,无主题
华西牙科医院洗牙要多少钱,洁牙
小孩有虫牙怎么冶,龋齿治疗
今晚疼的睡不着,牙齿疼痛
产后多久可以进行拔牙,拔牙
烤瓷牙美白大概多少钱,烤瓷牙
门牙有一条,无主题
好的，感谢，我这两天热感，扁桃体发炎，是否有影响？,无主题
陶瓷托 隐适美什么价格呢？,隐形矫正
一颗位置不正也经常发炎,牙齿炎症治疗
智齿是歪的拨一只多少钱,拔牙
感觉就是那一颗牙齿周围全肿了，吞口水都痛,牙周治疗
是不是吃些消炎药就可以,无主题
要星期天才有时间,无主题
长长了，而且两边牙齿有点变形了,牙齿矫正
就老年人不红不肿,无主题
请问口腔溃疡反复长怎么办呢,口腔溃疡
牙齿美白是,牙齿美白
请问有微创拔智齿吗,拔牙
松动牙固定术怎么治？,牙齿松动
是在门牙。下边里面。拍不到,无主题
虫牙痛用什么药快速止痛,牙齿疼痛
我考虑下嘛，明天看情况，你们牙冠有哪些价格,烤瓷牙
你不是要加我吗,无主题
喝冷水会痛，左边咬着硬东西也痛,牙齿脱敏
智齿已经烂了一半了,智齿
十几万是哪里的植体啊？,牙齿种植
蛀牙，还有智齿痛，还有想做校正，需要怎么预约,牙齿矫正
要检查些什么呢？她不是很配合,无主题
光洗牙就280,洁牙
那门牙上有个黑洞填补完黑黑的还看的见么,龋齿治疗
但是医生说怀孕 痛得那么厉害只能吃点消炎药,牙齿疼痛
我集美,无主题
消炎呢？,牙齿炎症治疗
口腔起了一个泡一直不消什么原因,口腔溃疡
德国威兰德全瓷牙冠价格,全瓷牙
全瓷贴面牙价格,牙齿贴面
门牙往里第一颗大牙！,无主题
现在怎样止痛,牙齿疼痛
有的人说是长智齿了,智齿
掉78年了,补牙
中间那颗可以搭,无主题
两边牙齿往里倾斜，导致中间的牙参差不齐,牙齿矫正
去医院看了粘膜没发炎,无主题
您好。您这边做个全瓷的牙套多少钱阿,全瓷牙
就是有个烂牙，有一点痛,龋齿治疗
我就想咨询一下啊，我啊22岁了，有一颗门牙就是小时候换牙的时候长歪了，怎么矫正吖,牙齿矫正
那也差不多是6岁以后了，像他这样补过牙的以后还能做么,无主题
在最里面大牙的边上，以前那个位置拔过智齿,无主题
就是想对比下价格,无主题
如何预防口腔溃疡,口腔溃疡
溃疡面积大,口腔溃疡
我牙齿有点问题,无主题
我有3颗智齿，2颗在下颌最后面的,智齿
请问半隐形矫正需要多少钱？,隐形矫正
取牙齿不,拔牙
一颗。。。那全牙齿呢,无主题
每天正常早晚刷牙,无主题
现在隐形矫治器分几种呢,隐形矫正
拔牙后不是有很大的洞么？要长多久才长的好啊？,无主题
昨天长智齿的位置特别痛，导致太阳穴都是疼的，,牙周治疗
不是龅牙之类的,无主题
拔了两只，旁边的牙无力搭起来做牙套，所以要种牙,牙齿种植
那做下来一颗。要多少钱呢,无主题
还有没有隐形消费,无主题
种一颗开多少钱,牙齿种植
近段时间牙齿吃东西就酸,牙齿脱敏
是韩国的品牌登滕吧,牙齿种植
我想牙齿贴面,牙齿贴面
我想问一下这个大概的价格,无主题
是每个人都会有智齿吗    如果拨掉   会不会影响其他,智齿
多少钱a,无主题
吃药可以消炎吧，我下周直接来拔牙吧,拔牙
大概一次多久可以结束,无主题
大概费用也没有吗,无主题
牙周炎预计要医治多久？,牙周治疗
有点偏外侧,牙齿矫正
大牙拔了有2年了,无主题
牙根有点脱落一样,补牙
烤瓷牙落了去固定多少钱,烤瓷牙
牙周炎呢,牙周治疗
长歪了，还松动,牙齿矫正
瓷牙的颜色是白色吗,烤瓷牙
不是很痛，就是嚼东西的时候有点疼,无主题
下面有一个牙齿出来了，上面两个门牙稍微不齐,牙齿矫正
深复合,牙齿矫正
16岁，就，牙齿的最后几个，那个大的牙齿,无主题
多做几次，牙不是越来越薄了,无主题
做一个全瓷牙套需多少钱,全瓷牙
牙齿中间，黑了一点,龋齿治疗
了解下费用情况,无主题
我大牙松动疼 痛怎么办,牙齿松动
这个可以拔除嘛,拔牙
桥正牙齿多少钱,牙齿矫正
说牙根坏死了,根管治疗
伤到牙神经有什么表现,无主题
几颗，就是门面的几颗，主要是门牙,无主题
反正下面有一颗牙齿顶不上去,无主题
请问为什么嘴里老是长溃疡,口腔溃疡
还是之前我刷牙过于用力造成的磨损？,无主题
烤瓷牙，我去问了，可他要磨两边的牙齿，我还这么年轻，觉得好好的牙齿，被磨了，可惜了,无主题
但是发炎的话两三天就好了,无主题
你们拔牙怎么收费的呢,拔牙
你好，请问现在牙疼怎么办，有什么方法可以缓解一下吗,牙齿疼痛
门牙种一颗,牙齿种植
我现在下面却了一颗牙想种一颗,牙齿种植
我68岁，基本上是没有牙了《剩下几颗，也活动了》,牙齿松动
长期抽烟的人真不能牙齿种植吗,牙齿种植
现在痛得很，有没有土方及时处理的办法,牙齿疼痛
哪个矫正日常好看,牙齿矫正
如果骨性需要大概费用是多少？,牙齿矫正
50岁适合做烤瓷牙吗,烤瓷牙
对，拔智齿,拔牙
吃甜食有点疼,无主题
就是在上牙齿外侧长了一个尖,无主题
半隐形需要多久,隐形矫正
超薄3D瓷贴面还分牌子吗？,牙齿贴面
不算蛀牙,无主题
我爸爸说整个牙都这样，有时候不吃东西，就这么使劲咬，也发酸,无主题
价格多少到多少,无主题
烤瓷牙，已拔，61岁,烤瓷牙
小孩换牙齿多久长出来,无主题
你们是全瓷冠是2000到三千是吧,全瓷牙
牙周炎怎么收费,牙周治疗
请问洗牙的费用大概是多少呢?,洁牙
还有隐适美的价位,隐形矫正
牙齿矫正大概怎么收费的,牙齿矫正
我宝宝一岁4个月，张了10颗牙齿，8颗都在长蛀牙,龋齿治疗
种植牙多钱一颗,牙齿种植
没有吃酸的水果，就左边上下牙都酸软,无主题
还乘金属在口的,无主题
一颗16年拔了残根,无主题
就是在吃胃炎药,无主题
上次洗牙那里人说刷牙方式不对之类的,无主题
那拔一颗好多钱啊,拔牙
昨天就疼了去拿了药吃了没用还是疼,牙齿疼痛
我的智齿还没完全长出来就开始松动了,智齿
拔智齿的费用是多少,拔牙
人工牙齿,无主题
要是拔智齿和矫正一起做价格会优惠些的吗,牙齿矫正
嗯……感觉只剩根部了……有点怕种植牙,无主题
我右下智齿及旁边两颗都已脱落了，这种情况都不需要种植吗？,补牙
然后是门牙两颗,无主题
我缺了一颗牙，牙根拨了的。做什么牙比较好,牙齿种植
如果东西碰到哪里，她会哭? 可能是会疼,牙齿疼痛
智齿发炎了可以扒吗,智齿冠周冲洗
刚刚才掉的,补牙
这种牙周刮至，牙周炎会好吗,牙周治疗
智齿牙龈肿了疼,智齿冠周冲洗
怎样才能缓解牙疼,牙齿疼痛
价位是什么情况啊,无主题
门牙上有个孔慢慢在变大,龋齿治疗
牙痛的很,牙齿疼痛
我的牙龈没有向后退，医生只是先排除了口腔粘膜问题，说可能是牙龈炎,牙周治疗
想按bps义齿不知他的使用期多少,补牙
牙齿痛 什么治,牙齿疼痛
吃了布洛芬缓释胶囊牙还是痛,牙齿疼痛
请问拔完智齿洞需要补吗？我现在已经拔了智齿有一周了，疼的不行,牙齿疼痛
是不是牙性的才能矫正，骨性的没用啊,牙齿矫正
我想把两颗智齿,拔牙
不吻合 吃东西好像会停顿一下合不回,牙齿矫正
牙龈肿痛了2天为什么有一只耳朵也开始痛是牙龈肿痛引起的吗,牙周治疗
那个贴面在什么价位,牙齿贴面
拔下智齿多少钱一颗,拔牙
旁边还有乳牙没掉呢,无主题
中午刚装完的！白天没感觉，现在半边脸疼,无主题
你们正牙的价格,牙齿矫正
种一口要多少钱,牙齿种植
如果四个都拔掉，有优惠么？大概要多上费用啊？,拔牙
镶牙要破坏其它的牙,补牙
主要纠结价格? 想对比一下? 在考虑,无主题
牙疼要怎么缓解牙疼,牙齿疼痛
我想问问吃维生素c咀嚼片，会不会长智齿？,无主题
德国的能分别说一下吗,无主题
我想咨询牙冠多少钱一颗,烤瓷牙
算智齿倒数第3颗,智齿
有黏膜那种口腔溃疡,口腔溃疡
好像是烤瓷+金属的，五六年前整的，几百块，所以想换个好点的,烤瓷牙
爆牙齿矫正最好的方法,牙齿矫正
牙周炎可以治疗吗？,牙周治疗
如果做烤瓷牙有什么危害吗,烤瓷牙
你们是什么贴面那么贵？,牙齿贴面
四环素牙也可以美白吗,牙齿贴面
另外，韩国的种植牙3880，包干？,牙齿种植
我叫涂炎生，年龄66岁，手机号，13607458494!,无主题
就做烤瓷牙吧,烤瓷牙
我就是嘴唇痒 紧绷，咬一下会起水泡,无主题
牙齿打篮球被撞松动了，有影响吗？,牙齿松动
跟牙齿松了有关系吗,牙齿松动
德国威兰德二氧化锆全瓷牙多少钱一颗,全瓷牙
你们那里是多少钱,无主题
能拔智齿？,智齿
烤瓷牙装上去的牙疼把它拆了被磨过的那个牙可以怎么补救,无主题
现在牙有个洞,龋齿治疗
就是没补牢固，之前补的好几年了,补牙
您好，13岁男孩根尖不闭合能治吗？,根管治疗
牙过敏，有点不敢。,牙齿脱敏
而且牙齿不是很好,无主题
请问全瓷冠多少钱啊,全瓷牙
即拔即种即刻负重all-on-fow,牙齿种植
来主城就没必要了吧，关建是现在有什么办法能缓解疼痛,牙齿疼痛
什么叫结石,无主题
牙贴面现在有什么活动吗？,牙齿贴面
全瓷牙多少钱一个,全瓷牙
疼，没有拍片，你那可以拍片吗？,牙齿疼痛
大概在什么价位？,无主题
我现在是想问拿下来在镶上去能不能把缝隙填平,补牙
就感觉要掉了,无主题
想质询一下智齿,智齿
去过一个口腔诊所，刚做了两次洗牙，给的建议做牙周根治。我希望找个更好些的医院做。,牙周治疗
嗯呢? 我想再问问洗牙怎么收费,洁牙
那是要等消炎完后拍片吗？,无主题
拔了！本来是一颗的！后来镶牙又坏一颗！！,无主题
你们正畸的费用大概是多少？,牙齿矫正
就是碰到就很痛,牙齿疼痛
瑞士种植体如果选最好的全瓷  要多少,全瓷牙
智齿拔掉后牙会松动吗,拔牙
两边都有，不疼不痒怎么回事呢,无主题
智齿挤歪的牙齿，那个智齿拔掉后，被挤歪的牙齿可以恢复原位吗,拔牙
前牙龅牙,牙齿矫正
牙齿消肿的最快方法,牙周治疗
金属的啊,烤瓷牙
就是前排有缝往外鼓了一些。,牙齿矫正
应该是发炎了！不然不会痛，,牙齿炎症治疗
你种一棵牙多少铁合适我到你医院来,牙齿种植
我做了一年多不是这里掉一块就是那里掉一点的,补牙
儿童医院看过了说他们那里不能洁牙，没有工具,无主题
需要预约两个项目 一个补牙 一个洗牙,洁牙
娃儿发烧反反复复，口腔溃疡也长了很多,口腔溃疡
医生你好，小孩半夜牙痛，没医院，吃点什么缓解一下,牙齿疼痛
请问一下儿童拔牙是属于矫正吗,拔牙
现在牙齿容易出血,牙周治疗
那这种情况是需要根管治疗了，对吗？,根管治疗
口腔上面那排最后一颗属于什么牙,无主题
现在在发炎，暂时先不去,牙齿炎症治疗
并且发炎很频繁,牙齿炎症治疗
如果做一个全瓷牙需要多少钱,全瓷牙
隐形矫正平均多少钱呀,隐形矫正
我做了根管后后面大牙弄了不锈钢的可以吗？会有毒吗,无主题
就问问现在有什么办法可以止痛吗？,牙齿疼痛
牙齿黄有污垢怎么办,洁牙
还没做根管治疗,根管治疗
牙松动了怎么治疗最好,牙齿松动
就嘴唇有点凸,无主题
蛀牙较严重，他说不需要拍片,龋齿治疗
就在牙门哪里,无主题
总觉有些不舒服,无主题
保留修复是怎么做了？,无主题
我是智齿反复发炎,智齿冠周冲洗
拥挤推出不整齐感觉都有,牙齿矫正
所今天肿了,牙周治疗
你好  智齿发炎 很痛要怎么治疗啊,智齿冠周冲洗
万一他又像他姐姐一样，牙齿长得不整齐怎么办,无主题
我的门牙被虫蛀了，安了烤齿牙套，但是被磨了的那个小牙齿断了,补牙
拔完智齿血止不住,牙周治疗
陶瓷假牙多少,补牙
洞洞里面痛,龋齿治疗
嗯，就是上火会很痛,牙齿疼痛
国产和进口有什么区别呢，价格上不同吗,无主题
国产质量有保证吗,无主题
吃了那个头孢，和消炎药,无主题
？？？47不是智齿为啥可以拔,拔牙
拔牙可以打全麻吗？,拔牙
烟树园太远了,无主题
请问拔出一颗智齿需要多少钱？,拔牙
牙缝大要怎么办,无主题
一直空着,无主题
没有就是刷牙,无主题
今天刚做完根管治疗,无主题
我想大体了解一下需要多少钱,无主题
我门牙活动了，我想咨询一下怎么治疗,牙齿松动
就是总觉得痛,牙齿疼痛
我明天要去医院粘托槽,无主题
唇炎要反复长吗,无主题
主要是不知道能不能矫。,牙齿矫正
去过口腔医院，医生说要拔，四颗都要拔掉。但是我怕痛,拔牙
还剩一点根,无主题
牙贴片可以管多长时间呢,牙齿贴面
我就是问下有哪些价位的,无主题
会出很多血洗牙,牙周治疗
可我吃了消炎药，好了。能检查出来吗,无主题
补牙可以用医保卡报销不,补牙
那请把种，补的费用告之行吗,牙齿种植
可以一起拔掉吗,拔牙
右上面第二棵,无主题
你们平时种植牙多少钱一棵,牙齿种植
我看到招募隐形牙套试戴,隐形矫正
什么年龄做牙齿纠正好,牙齿矫正
把一颗智齿需要多少钱？,拔牙
医生大概是建议保留根部，然后装一个假牙。,补牙
那你告诉我多少钱就可以了啊,无主题
那个医生说牙齿还没长出来,无主题
我两边大牙由于蛀牙掉了两颗，吃东西都不好吃，能装牙吗？,龋齿治疗
有的有根，有2个没根,无主题
我这边估计需要拔三科智齿,拔牙
可以做贴面没,牙齿贴面
你治疗不了吗,无主题
门牙里面想内外面箱外,无主题
我还没有长智齿，然后倒数第二颗牙两边都掉了,补牙
请问牙齿明白要多少钱,无主题
下面一排右边最里面是智齿吗,智齿
用手摇摇它是动的,牙齿松动
牙齿黄有什么好的办法,牙齿美白
前凸   19,牙齿矫正
口水很多,无主题
安活动义齿,补牙
你好，在你们那戴个隐形牙套，从检查到结束大概需要多少钱,隐形矫正
有缝隙和龅牙一,牙齿矫正
你好，你们这边补牙多少钱，不是填牙,补牙
一定要拔掉吗？？,拔牙
我牙齿还没拔呢,无主题
没有牙洞，牙齿发炎,牙齿炎症治疗
贴面全瓷分牌子吗,牙齿贴面
我有个牙齿，好像缺一部分，,补牙
73发口胆炎经常复发男,无主题
他说是要上药的,无主题
前一段有 然后昨天去看了那个医生说可以拔,拔牙
有点龅牙而已下牙少了一颗,牙齿矫正
你们omco 进口的自锁矫正是多少钱？,牙齿矫正
多大年龄合适,无主题
老是牙龈肿痛怎么回事,牙周治疗
要把牙拔掉吗,拔牙
智齿拔掉牙齿出来很完整啊,拔牙
牙齿不够整齐,牙齿矫正
填补一颗全瓷牙要多少啊,全瓷牙
牙根有事是不是就得拔了啊？,根管治疗
因为我这个牙补过，如果拿掉补的材料才能看出问题，这个算不算费用，另外拿掉之后还会给我补上吗？,补牙
你好。我想预约12号早上补牙,补牙
我想请问究竟是什么原因导致我这样频繁的嘴唇溃疡？,口腔溃疡
请问牙齿矫正有无年龄限制,牙齿矫正
如果智齿长出来需要拔吗,智齿
刚才痛，现在又还好,无主题
矫正牙齿,牙齿矫正
做地包天手术吗,牙齿矫正
拍片麻药这些一起大概要多少啊？我这个已经长出来了，上面都看得完了,无主题
我想问问得了复发性口腔溃疡怎么办,口腔溃疡
疼不是那么严重，就是脸慢慢肿得胖胖得，,牙齿疼痛
成人地包天矫正,牙齿矫正
3个残根未拔,拔牙
先问下这种情况大概费用是多少？,无主题
还没呢，我就是牙齿老是疼，感觉应该要做根管,根管治疗
有，说要戴牙套,无主题
智齿，已经拍过片了，在你们这里全部要多少钱,智齿
先天性缺失一颗,补牙
六岁儿童拔牙有无痛拔牙吗？,拔牙
做嵌体多少钱哦,牙齿种植
是岁小孩子大牙痛怎么办,牙齿疼痛
感觉里面有牙齿要顶出来,智齿
洗一次牙齿要多少钱？,洁牙
而且牙齿也比较黑 经常喝可乐咖啡,牙齿贴面
估计一般多少钱啊,无主题
然后可以问一下。补一颗牙大概要多少呀,补牙
牙结石不是在表面嘛,洁牙
设计方案是什么意思,无主题
小孩的大牙旧牙没有掉完新牙在旁边长出来了,拔牙
你好，可以了解一下牙周炎的治疗收费大概在什么范围吗？,牙周治疗
你能先跟我说下价格吗,无主题
从昨天晚上7点开始痛,牙齿疼痛
想问一下价格怎么算的,无主题
拍片说牙齿没问题,无主题
做牙齿贴面一颗是多少,牙齿贴面
补一颗牙多少,补牙
长得是正的 就是老发炎,牙齿炎症治疗
左边下面长智齿肿痛怎么缓解,智齿冠周冲洗
请问溃疡怎么办呢,口腔溃疡
现在可以拔牙吗,拔牙
两颗能一次拔掉吗,拔牙
蛀牙要多久？,龋齿治疗
这个只是种植体的价格吗,牙齿种植
我家宝宝一岁七个月了，大牙都没长,无主题
而且有两个黑了,龋齿治疗
就是嘴巴里经常爱长口腔溃疡,口腔溃疡
我牙齿一到晚上就痛的厉害怎么办,牙齿疼痛
大概3千多少一个,无主题
是因为牙疼去拍过片，但后来检查是鼻窦炎，但医生简易拔智齿,拔牙
我想咨询烤瓷牙多少钱一颗价格表2021,烤瓷牙
几月份拔掉恢复期最快,拔牙
我得补牙,补牙
一般这种整个下来会花多少钱呢？,无主题
25岁 牙齿问题是中线不齐,牙齿矫正
仿生冠牙齿矫正多少钱,牙齿矫正
我想问洗牙多少钱一次,洁牙
就是因为不想重做所以才想做贴面的,牙齿贴面
牙齿裂了疼,补牙
就是牙齿稀疏,牙齿矫正
怕拔牙还有两个智齿没想出来更难拔,智齿
牙冠怎么收费？,烤瓷牙
是的，牙科医生也拍了片，说是牙根牙周都有问题,根管治疗
要是做牙骨再种植4颗多少钱,牙齿种植
就是舌头顶到有点疼,无主题
都是掉了一块下来，现在有个洞,补牙
缺了几年了，有两个也不止半年,补牙
全口皓齿蓝光美白是什么,牙齿美白
右边是有个智齿,智齿
坏了，需要重新种一颗牙,牙齿种植
大概需要準備多少錢,无主题
